#STATION,STNAME,SHORTNAME,LATITUDE,LONGITUDE,ACTIVE,COMMENCE,CEASE,STNTYPE
A2N0752,Zwartkop,Pretoria,-25.82256,28.11916,F,1994/05/11,1999/08/06,GW
A2N0754,Onbekend ptn. Welbekend,Oos Rand,-25.96404,28.46849,F,1994/05/15,1999/08/11,GW
A2N0755,Onbekend ptn. Welbekend,Oos Rand,-25.9638,28.46826,T,1994/05/15,,GW
A2N0756,Onbekend ptn. Welbekend,Oos Rand,-25.96371,28.40836,T,1994/05/15,,GW
A2N0757,Zwartkop Nature Reserve,Pretoria,-25.82136,28.12289,T,1989/12/05,,GW
A2N0760,Vaalboschbult,WARMBATHS,-25.19694444,28.27694444,F,1987/09/24,1995/05/25,GW
A2N0761,Bronkhorstfontein,OOS RAND,-26.01833333,28.44555556,F,1982/07/30,1985/01/31,GW
A2N0762,Bronkhorstfontein,Oos Rand,-26.01166,28.41276,F,1982/09/30,1986/07/31,GW
A2N0763,Graspan,WARMBATHS,-25.17527778,28.37305556,F,1949/08/18,1995/05/25,GW
A2N0773,Nieuwejaarsfontein Ptn. Amalia,LICHTENBURG,-27.24805556,25.02805556,F,1997/11/19,2003/09/10,GW
A2N0774,Buffelsdrift (Pienaarsrivier Wetlands),WARMBATHS,-25.17138889,28.08888889,F,2000/10/11,2000/10/11,GW
A2N0775,Haakdoring Bult (Pienaarsrivier Wetlands),WARMBATHS,-25.09972222,28.08361111,F,2000/06/21,2004/07/21,GW
A2N0776,Buffelsdrift (Pienaarsrivier Wetlands),WARMBATHS,-25.15861111,28.08388889,F,2000/03/01,2002/10/24,GW
A2N0777,Grootfontein,Oos Rand,-25.91604,28.3357,T,1987/10/14,,GW
A2N0778,Plot 38,Oos Rand,-25.97761,28.40964,T,1999/09/01,,GW
A2N0779,Tweefontein,Oos Rand,-25.97415,28.39258,T,1982/01/25,,GW
A2N0780,Elandsfontein,Oos Rand,-25.97391,28.39111,T,1982/01/25,,GW
A2N0781,Elandsfontein,Rietfontein/Mier,-25.99775,28.37776,F,1982/01/25,2011/11/02,GW
A2N0782,Tweefontein,Oos Rand,-26.00436,28.3864,T,2001/04/11,,GW
A2N0783,Tweefontein,Oos Rand,-26.04699,28.38085,F,1987/04/04,2015/05/21,GW
A2N0784,Elandsfontein,Oos Rand,-25.97033,28.33071,T,1982/01/25,,GW
A2N0787,Vaalboschbult Pienaarsrivier Hotel,,-25.20556,28.29639,F,2011/10/23,2011/10/23,GW
A2N0804,Sterkfontein,,-26.04455,27.68438,T,2008/09/01,,GW
A3N0001,Oog Van Malmanie ptn. Malmanie Oog,BOMOLOPO,-25.82139,26.045603,T,1977/01/21,,GW
A3N0002,Oog Van Malmanie ptn. Malmanie Oog,BOMOLOPO,-25.81578,26.04908,T,1977/04/05,,GW
A3N0003,Kaalplaats ptn. Kaalplaas,BOMOLOPO,-25.79072,26.01767,T,1977/01/04,,GW
A3N0004,Kaalplaats ptn. Kaalplaas,BOMOLOPO,-25.78506,26.01203,T,1977/01/21,,GW
A3N0005,Doornplaat ptn. Doornplaat,BOMOLOPO,-25.77372,25.99261,T,1977/01/21,,GW
A3N0006,Doornplaat,BOMOLOPO,-25.7644,25.9791,T,1977/01/21,,GW
A3N0007,Strydfontein,BOMOLOPO,-25.75694444,26.13055556,F,1977/01/07,2002/11/07,GW
A3N0008,Wonderfontein ptn. Wonderfontein,,-25.88122,26.16342,T,2011/06/22,,GW
A3N0009,Wonderfonteinptn. Wonderfontein,BOMOLOPO,-25.84875,26.16875,T,1975/12/22,,GW
A3N0010,Wonderfontein ptn. Wonderfontein,BOMOLOPO,-25.82792,26.17903,T,1976/03/17,,GW
A3N0011,Zeekoevallei,BOMOLOPO,-25.74333333,25.96333333,F,1977/01/21,2005/01/30,GW
A3N0012,Rietpoort,BOMOLOPO,-25.68444444,25.9575,F,1976/09/02,2013/01/30,GW
A3N0013,Rietpoort,BOMOLOPO,-25.67222222,25.95333333,F,1977/01/25,2013/01/30,GW
A3N0014,Doornfontein,BOMOLOPO,-25.63111111,25.91444444,F,1976/04/23,2003/03/15,GW
A3N0015,Doornfontein,BOMOLOPO,-25.61416667,25.92555556,F,1977/01/21,2005/01/15,GW
A3N0016,Paardenvallei,BOMOLOPO,-25.61389,25.99914,T,1977/01/21,,GW
A3N0017,Paardenvallei,BOMOLOPO,-25.62233,25.97536,F,1977/01/21,2010/06/24,GW
A3N0034,Rietondale,Pretoria,-25.72978,28.2261,F,1985/06/28,1986/09/05,GW
A3N0500,Hazia Ptn. Zeerust Munisipaliteit,BOMOLOPO,-25.55,26.08305556,F,1955/12/12,1975/06/02,GW
A3N0501,Grootfontein,VENTERSDORP,-25.79323,26.34762,T,1990/08/13,,GW
A3N0502,Doornplaat,VENTERSDORP,-25.86805556,26.45944444,F,1990/08/16,2010/07/27,GW
A3N0503,Bokkraal,VENTERSDORP,-25.83764,26.47141,T,1990/09/17,,GW
A3N0504,Rhenosterhoek,VENTERSDORP,-25.85469,26.45466,T,1990/09/21,,GW
A3N0505,Doornfontein,BOMOLOPO,-25.644,25.9196,T,1997/06/15,,GW
A3N0506,Doornhoek,DINOKANA,-25.66,26.13444444,F,1995/05/15,2005/08/29,GW
A3N0507,Moilwas Ptn. Ikalafeng,DINOKANA,-25.44058811,25.75962967,F,1995/05/15,2005/08/29,GW
A3N0508,Doornhoek,DINOKANA,-25.65638889,26.13583333,F,1995/05/15,2001/12/15,GW
A3N0509,Doornhoek,DINOKANA,-25.65583333,26.14055556,F,1995/05/15,2005/08/29,GW
A3N0510,Doornhoek,DINOKANA,-25.6575,26.1425,F,1995/05/15,2005/08/29,GW
A3N0511,Doornhoek,DINOKANA,-25.68861111,26.13444444,F,1998/06/15,2005/08/29,GW
A3N0512,Moilos Suid ptn. Khunotswane,DINOKANA,-25.57344,25.82383,F,1998/09/04,2010/06/24,GW
A3N0513,Moilos Suid,DINOKANA,-25.56447,25.86831,F,1998/08/21,2011/03/03,GW
A3N0514,Stinkhoutboom,DINOKANA,-25.52478,25.91956,F,1998/06/04,2004/01/15,GW
A3N0516,Stinkhoutboom,BOMOLOPO,-25.53611111,25.90222222,F,2000/06/15,2017/01/30,GW
A3N0517,Doornhoek,DINOKANA,-25.6775,26.12194444,F,1985/01/01,2000/03/15,GW
A3N0518,Doornhoek,BOMOLOPO,-25.65416667,26.1375,F,1995/05/15,2000/03/15,GW
A3N0519,Stinkhoutboom,,-25.55783,25.89306,F,2010/11/25,2010/11/25,GW
A3N0520,Doornhoek,BOMOLOPO,-25.55783,26.89306,F,1995/05/15,2000/03/15,GW
A3N0521,Tweefontein,BOMOLOPO,-25.5591,25.8934,F,1998/08/28,2015/11/12,GW
B1N0001,Onverwagcht Pan-Bethal,Natalspruit,-26.33805,28.13386,F,1957/10/23,1958/04/30,GW
B2N0001,Dorpsgebied (Delmas),OOS RAND,-26.14387,28.67612,T,1968/01/03,,GW
B2N0002,Delmas Dorpsgebied,OOS RAND,-26.14416667,28.675,F,1970/12/02,2007/06/29,GW
B2N0003,Delmas Dorpsgebied,OOS RAND,-26.14309,28.68447,T,1977/03/07,,GW
B2N0004,Brakfontein,Rietfontein/Mier,-25.98305556,28.78305556,F,1957/10/16,1960/07/01,GW
B2N0005,Brakfontein,NATALSPRUIT,-26.34166667,28.90277778,F,1953/06/20,1960/11/01,GW
B2N0006,Delmas Dorpsgebied,OOS RAND,-26.13923,28.67076,F,1985/01/24,2012/09/18,GW
B2N0020,Rietfontein,OOS RAND,-26.02527778,28.45194444,F,1985/09/26,2010/06/14,GW
B2N0021,Rietfontein,OOS RAND,-26.02578,28.45206,F,1985/10/14,2015/11/18,GW
B2N0022,Rietfontein,OOS RAND,-26.03422,28.471,F,1985/09/27,2010/12/14,GW
B2N0023,Rietfontein,Natalspruit,-26.03278,28.46776,F,1987/08/15,1990/03/13,GW
B2N0024,Rietfontein,OOS RAND,-26.05538,28.43309,F,1987/05/15,2001/05/29,GW
B2N0025,Rietfontein,OOS RAND,-26.05428,28.47743,F,1987/06/16,1999/11/02,GW
B2N0026,Rietfontein,OOS RAND,-26.04285,28.45132,F,1987/05/21,2000/09/07,GW
B2N0027,Rietfontein,OOS RAND,-26.05966,28.45703,F,1987/05/22,2010/12/14,GW
B2N0028,Katboschfontein,OOS RAND,-26.06026,28.51211,F,1987/05/07,2012/05/29,GW
B2N0029,Katboschfontein,OOS RAND,-26.06435,28.5252,F,1987/05/18,1996/06/13,GW
B2N0030,Katboschfontein,OOS RAND,-26.0597,28.51823,F,1987/05/07,1995/05/31,GW
B2N0031,Rietvalei,OOS RAND,-26.06295,28.532,T,1987/05/19,,GW
B2N0032,Rietvalei,OOS RAND,-26.06716,28.53848,T,1987/03/17,,GW
B2N0033,Rietvalei,Oos Rand,-26.0667,28.53914,F,1987/03/20,2010/06/02,GW
B2N0034,Rietvalei,OOS RAND,-26.07419,28.54539,T,1987/03/26,,GW
B2N0035,Rietvalei,OOS RAND,-26.08388889,28.54083333,F,1987/07/20,1988/09/30,GW
B2N0036,Rietvalei,OOS RAND,-26.09055,28.53852,F,1987/03/30,2010/08/26,GW
B2N0037,Rietvalei,OOS RAND,-26.09027,28.53082,T,1987/05/14,,GW
B2N0038,Rietvalei,OOS RAND,-26.09027,28.53053,T,1987/04/14,,GW
B2N0039,Rietvalei,OOS RAND,-26.07885,28.521,T,1987/05/04,,GW
B2N0040,Katboschfontein,OOS RAND,-26.08452,28.5044,F,1985/10/09,1999/12/22,GW
B2N0041,Katboschfontein,OOS RAND,-26.08924,28.49999,F,1987/05/26,2009/02/24,GW
B2N0042,Katboschfontein,OOS RAND,-26.09633,28.50344,F,1987/06/09,2002/09/10,GW
B2N0043,Rietvalei Ged. Ritvlei,OOS RAND,-26.08797,28.52307,F,1985/10/02,2012/04/19,GW
B2N0044,Olifantsfontein,OOS RAND,-26.08663,28.59915,F,1985/04/15,2010/11/16,GW
B2N0045,Olifantsfontein,OOS RAND,-26.09138889,28.60527778,F,1985/05/07,2000/04/18,GW
B2N0046,Olifantsfontein,OOS RAND,-26.08854,28.59789,F,1985/02/20,2011/05/11,GW
B2N0047,Olifantsfontein,OOS RAND,-26.08864,28.59805,F,1985/03/19,2000/11/02,GW
B2N0048,Olifantsfontein,OOS RAND,-26.08845,28.59805,F,1985/03/19,2000/11/02,GW
B2N0049,Olifantsfontein,OOS RAND,-26.09672,28.58252,F,1985/10/23,2007/10/11,GW
B2N0050,Olifantsfontein,OOS RAND,-26.0969,28.58294,T,1985/06/18,,GW
B2N0051,Rietkol,OOS RAND,-26.12045,28.57226,T,1984/11/20,,GW
B2N0052,Modderfontein,OOS RAND,-26.13542,28.54127,F,1985/11/19,2012/04/19,GW
B2N0053,Rietkol,OOS RAND,-26.15893,28.60289,T,1986/01/18,,GW
B2N0054,Geluk,OOS RAND,-26.12681,28.62191,F,1985/11/06,2011/02/16,GW
B2N0055,Leeuwpoort,OOS RAND,-26.11306,28.65684,F,1985/07/30,2017/10/17,GW
B2N0056,Goedgedacht,OOS RAND,-26.12387,28.73528,F,1985/08/20,2007/08/15,GW
B2N0057,Strydpan,OOS RAND,-26.24936,28.63291,F,1985/11/06,2010/08/19,GW
B2N0058,Olifantsfontein,OOS RAND,-26.10047,28.60405,F,1985/07/10,2011/05/11,GW
B2N0059,Olifantsfontein,OOS RAND,-26.08326,28.58505,F,1985/05/28,2008/04/17,GW
B2N0060,Rietvalei,OOS RAND,-26.07468,28.56633,F,1985/11/04,2007/12/13,GW
B2N0061,Rietvalei,OOS RAND,-26.06103,28.54133,F,1985/10/08,2018/02/08,GW
B2N0062,Rietvalei,OOS RAND,-26.06906,28.53225,F,1985/10/15,2011/05/10,GW
B2N0063,Rietvalei,OOS RAND,-26.09396,28.53219,F,1987/05/10,2016/11/03,GW
B2N0064,Rietvalei,OOS RAND,-26.05666667,28.54611111,F,1987/04/25,2001/08/14,GW
B2N0065,Rietfontein,OOS RAND,-26.05569,28.50695,F,1987/06/20,1998/10/13,GW
B2N0066,Katboschfontein,OOS RAND,-26.06713,28.4952,F,1987/05/10,2011/09/07,GW
B2N0067,Rietfontein,OOS RAND,-26.05272,28.50592,F,1987/06/29,2012/04/24,GW
B2N0068,Rietfontein,OOS RAND,-26.04868,28.49163,F,1987/06/18,2007/11/07,GW
B2N0069,Witklip,OOS RAND,-26.15228,28.69672,T,1985/10/28,,GW
B2N0070,Middelburg,OOS RAND,-26.11166667,28.70805556,F,1985/07/30,1996/09/05,GW
B2N0071,Moabsvelden,OOS RAND,-26.16058,28.73772,F,1985/11/22,2011/11/16,GW
B2N0072,Witklip,OOS RAND,-26.15166667,28.69666667,F,1985/10/28,2010/06/02,GW
B2N0073,Wolvenfontein,OOS RAND,-26.20299,28.67844,T,1985/11/19,,GW
B2N0074,Welgevonden,OOS RAND,-26.25883,28.69277,F,1986/01/21,1997/12/15,GW
B2N0075,Strydpan,OOS RAND,-26.23054,28.64883,F,1985/11/11,2000/11/07,GW
B2N0076,Rietfontein,OOS RAND,-26.04186,28.48041,F,1985/10/20,2005/08/04,GW
B2N0077,Moabsvelden,OOS RAND,-26.15638889,28.80777778,F,1985/12/02,1990/07/15,GW
B2N0078,Moabsvelden,OOS RAND,-26.1575,28.78388889,F,1985/11/25,1991/09/11,GW
B2N0079,Goedgedacht,OOS RAND,-26.13155,28.74225,F,1985/09/16,2011/12/21,GW
B2N0081,Middelbult,OOS RAND,-26.19087,28.63526,F,1985/12/15,2011/12/21,GW
B2N0500,Delmas Dorpsgebied,OOS RAND,-26.12071,28.70282,F,1975/07/07,2011/10/26,GW
B2N0501,Delmas Dorpsgebied,OOS RAND,-26.12166667,28.70388889,F,1990/04/02,1992/08/27,GW
B2N0502,Munisipaliteit-Delmas,OOS RAND,-26.15,28.6875,F,1955/06/22,1962/08/01,GW
B2N0504,Delmas Dorpsgebied,OOS RAND,-26.12064,28.70603,F,1982/08/20,2011/01/19,GW
B2N0505,Middelburg-Delmas (Munisipaliteit),OOS RAND,-26.12222222,28.70277778,F,1975/05/01,1985/02/04,GW
B2N0506,Delmas Dorpsgebied,OOS RAND,-26.15002,28.68776,T,1985/08/01,,GW
B2N0717,Varkfontein,Oos Rand,-26.03182,28.38281,T,1986/01/17,,GW
B2N0718,Rietfontein,OOS RAND,-26.05305556,28.47222222,F,1987/05/21,1988/05/31,GW
B2N0719,Middelbult,OOS RAND,-26.18134,28.66826,T,1985/11/25,,GW
B2N0720,Middelbult Ptn. E10h,OOS RAND,-26.17901,28.60679,F,1985/11/25,2013/07/11,GW
B2N0721,Leeuwpoort,OOS RAND,-26.11691,28.65791,T,1985/11/25,,GW
B2N0722,Elandsvalley,Natalspruit,-26.00699,28.43896,F,2001/04/11,2009/02/17,GW
B2N0723,MIDDELBULT,DELMAS,-26.19214,28.60772,T,2015/05/01,,GW
B2N0724,RIETKOL,DELMAS,-26.16224,28.58834,T,2015/05/01,,GW
B2N0725,RIETKOL,DELMAS,-26.16045,28.58718,T,2015/05/01,,GW
B2N0726,GELUK PTN. MODDER EAST ORCHARDS,DELMAS,-26.12196,28.59883,F,2015/05/01,2016/09/15,GW
B2N0727,RIETKOL,DELMAS,-26.12012,28.57563,F,2015/05/01,2016/09/14,GW
B2N0728,GELUK PTN. MODDER EAST ORCHARDS,DELMAS,-26.11953,28.61512,T,2015/05/01,,GW
B2N0729,RIETKOL,DELMAS,-26.11673,28.57619,F,2015/05/01,2015/05/01,GW
B2N0730,Buiteplaas,OOSRAND,-26.114639,28.65617,T,2012/02/16,,GW
B2N0731,Bronkorstfontein,OOSRAND,-26.00836,28.42947,T,2012/02/22,,GW
B3N0011,Vlaklaagte,WARMBATHS,-25.03138889,28.37444444,F,1976/03/19,1976/11/30,GW
B3N0015,Turfpan,WARMBATHS,-25.0525,28.40833333,F,1987/09/01,1988/10/05,GW
B3N0016,De Kuil,WARMBATHS,-25.06083333,28.50722222,F,1987/09/01,2008/06/14,GW
B3N0019,Hartebeestfontein Ptn. Rayton\044 Plot 11,Rayton,-25.72307,28.61297,T,2003/01/22,,GW
B3N0020,Hartebeestfontein Ptn. Rayton\044 Plot 9,Rayton,-25.72383,28.61567,T,2003/01/22,,GW
B3N0021,Zonkolol Ptn. Rayton Nkululeko Bricks,Rayton,-25.72374,28.62823,T,2003/01/22,,GW
B3N0022,De Kuil,B3De Kuil 2,-25.06145,28.50623,T,2006/07/21,,GW
B3N0025,Walkraal ptn. Siyabuswa,Walkraal,-25.1745,29.0859,T,2013/10/29,,GW
B3N0026,Kameelpoortnet ptn. Klipkopfontein,Kameelpoortnet,-25.3523,28.7371,T,2013/10/29,,GW
B3N0027,Klippan ptn. Mmamethlake,Klippan,-25.1362,28.512,F,2013/10/29,2017/09/20,GW
B3N0028,Sheldon Village,,-25.42844,28.75718,T,2016/07/21,,GW
C1N0001,Leslie,NATALSPRUIT,-26.375,28.91305556,F,1954/07/17,1961/10/31,GW
C1N0003,Leslie,NATALSPRUIT,-26.375,28.91305556,F,1958/07/08,1959/07/07,GW
C1N0500,Munisipaliteit Cornelia,KZN NATIONAL,-27.24138889,28.84444444,F,1956/09/10,1975/01/23,GW
C2N0001,Wonderfontein,Wesrand,-26.33952,27.39682,T,1966/03/03,,GW
C2N0002,Gemspost,WESRAND,-26.51043,27.15314,T,1957/11/07,,GW
C2N0003,Wonderfontein,Wesrand,-26.40177,27.21463,T,1961/03/22,,GW
C2N0004,Zuurbekom,WESRAND,-26.30108,27.81364,T,1957/11/21,,GW
C2N0005,Carletonville Ged. Driefontein,TARLTON,-26.35277778,27.48388889,F,1963/03/14,1969/06/02,GW
C2N0006,Zuurbekom,WESRAND,-26.29555556,27.81388889,F,1957/11/21,1999/11/10,GW
C2N0007,Elandsfontein,TARLTON,-26.45555556,27.42055556,F,1958/03/14,1970/12/02,GW
C2N0008,Oberholzer,WESRAND,-26.34305556,27.39222222,F,1958/01/17,1997/08/27,GW
C2N0009,Wonderfontein,TARLTON,-26.3,27.4,F,1967/06/06,1977/06/15,GW
C2N0010,Luipaardsvlei,WESRAND,-26.26666667,27.73305556,F,1984/04/11,2001/07/10,GW
C2N0011,Westonaria,Wesrand,-26.30869,27.6654,T,1963/08/06,,GW
C2N0012,Elandsfontein,Wesrand,-26.2938,27.66574,T,1963/08/06,,GW
C2N0013,Panvlakte,WESRAND,-26.30944444,27.7375,F,1963/08/05,1989/10/11,GW
C2N0014,Gemspost,WESRAND,-26.29666667,27.65388889,F,1964/08/08,1984/06/15,GW
C2N0015,Wonderfontein,TARLTON,-26.32833333,27.39194444,F,1965/09/02,1969/08/15,GW
C2N0016,Leeuwpoort Ged. Leeuwpoort,WESRAND,-26.42666667,27.52111111,F,1968/10/30,1989/01/15,GW
C2N0017,Varkenskraal Ptn. Klerkskraaldam,Wesrand,-26.30758,27.14463,F,1970/11/24,2016/10/11,GW
C2N0018,Luipaardsvlei,WESRAND,-26.26527778,27.70472222,F,1963/06/05,1988/07/06,GW
C2N0020,Luipaardsvlei - Zuurbekom,WESRAND,-26.26555556,27.73,F,1963/06/05,1970/01/30,GW
C2N0022,Randfontein Ptn. Pelzvale Agricultural Holdings,Wesrand,-26.24491,27.67421,T,1963/06/05,,GW
C2N0023,Luipaardsvlei,WESRAND,-26.23891,27.76042,T,1963/06/05,,GW
C2N0024,Panvlakte,WESRAND,-26.30416667,27.74138889,F,1963/06/05,2009/04/07,GW
C2N0027,Zuurbekom (Wolwefontein),WESRAND,-26.30416667,27.74166667,F,1972/01/26,1989/06/26,GW
C2N0028,Luipaardsvlei,WESRAND,-26.23861111,27.75194444,F,1972/01/26,1973/04/16,GW
C2N0029,Zuurbekom,NATALSPRUIT,-26.295,27.81333333,F,1957/11/21,1990/10/15,GW
C2N0030,Zuurbekom,NATALSPRUIT,-26.29333333,27.79944444,F,1958/01/21,1990/12/31,GW
C2N0031,Gemspost,WESRAND,-26.30166667,27.67916667,F,1963/06/05,1976/07/22,GW
C2N0032,Modderfontein,WESRAND,-26.38555556,27.68722222,F,1963/06/06,1970/01/30,GW
C2N0035,Panvlakte,WESRAND,-26.32666667,27.71444444,F,1963/06/14,1970/01/30,GW
C2N0036,Gemspost 32,WESRAND,-26.28583333,27.63305556,F,1957/07/19,1968/08/28,GW
C2N0039,Elandsfontein,WESRAND,-26.36666667,27.66166667,F,1963/10/01,1968/05/03,GW
C2N0040,Middelvlei,WESRAND,-26.2625,27.66027778,F,1959/04/03,1971/09/09,GW
C2N0041,Bovenste Oog Van Mooirivier Ged. Bovenste Oog,VENTERSDORP,-26.2175,27.14777778,F,1967/01/06,1969/08/28,GW
C2N0043,Elandsfontein,WESRAND,-26.29833333,27.51805556,F,1970/06/01,1969/03/25,GW
C2N0045,Carletonville,WESRAND,-26.31416667,27.5175,F,1957/09/01,1969/03/25,GW
C2N0046,Carletonville,WESRAND,-26.31,27.52,F,1963/06/08,1969/03/25,GW
C2N0047,Blaauwbank,WESRAND,-26.31722222,27.57666667,F,1957/11/01,1969/03/25,GW
C2N0048,Oog Van Wonderfontein,TARLTON,-26.30388889,27.49972222,F,1960/04/18,1968/07/04,GW
C2N0049,Blaauwbank,WESRAND,-26.30722222,27.53805556,F,1963/06/08,1969/03/25,GW
C2N0050,Blaauwbank,WESRAND,-26.32666667,27.52861111,F,1958/01/01,1969/03/18,GW
C2N0051,Blaauwbank,WESRAND,-26.34111111,27.53444444,F,1957/10/01,1969/03/18,GW
C2N0052,Venterspos,WESRAND,-26.30305556,27.60361111,F,1963/06/08,1973/10/17,GW
C2N0053,Venterspos,WESRAND,-26.30583333,27.59611111,F,1957/11/01,1969/03/20,GW
C2N0054,Blaauwbank,WESRAND,-26.30861111,27.58083333,F,1957/01/01,1969/03/25,GW
C2N0055,Blaauwbank,WESRAND,-26.30583333,27.57472222,F,1957/10/01,1969/03/25,GW
C2N0057,Rietfontein,WESRAND,-26.25,27.5875,F,1963/06/04,1969/03/25,GW
C2N0058,Venterspos,WESRAND,-26.27694444,27.59861111,F,1958/10/01,1968/07/05,GW
C2N0059,Blaauwbank,WESRAND,-26.29416667,27.55277778,F,1957/01/01,1968/10/05,GW
C2N0060,Blaauwbank,WESRAND,-26.29527778,27.54444444,F,1963/06/08,1969/03/25,GW
C2N0061,Gemsbokfontein Ged. Bekkersdal,WESRAND,-26.27888889,27.71666667,F,1963/06/05,1991/10/28,GW
C2N0064,Klerkskraal,VENTERSDORP,-26.23722222,27.16833333,F,1970/07/15,1985/10/01,GW
C2N0065,Wildebeestlaagte,VENTERSDORP,-26.21777778,27.04083333,F,1962/01/15,1972/06/16,GW
C2N0066,Zuurbult,WESRAND,-26.26472222,27.77583333,F,1964/01/09,1968/06/15,GW
C2N0067,Doornkloof,WESRAND,-26.4075,27.56944444,F,1962/01/15,1972/04/17,GW
C2N0068,Oog Van Wonderfontein,TARLTON,-26.305,27.49138889,F,1962/01/15,1970/03/24,GW
C2N0069,Oog Van Wonderfontein,TARLTON,-26.30416667,27.48638889,F,1962/01/15,1969/11/25,GW
C2N0070,Oog Van Wonderfontein,TARLTON,-26.29888889,27.47777778,F,1962/01/15,1973/06/15,GW
C2N0071,Oog Van Wonderfontein,TARLTON,-26.29888889,27.46638889,F,1962/01/15,1967/01/15,GW
C2N0073,Oog Van Wonderfontein,TARLTON,-26.30555556,27.45138889,F,1962/04/15,1967/09/05,GW
C2N0074,Rooipoort,TARLTON,-26.31194444,27.44805556,F,1962/01/15,1970/05/27,GW
C2N0075,Elandsfontein,WESRAND,-26.26138889,27.50305556,F,1973/01/19,1995/11/17,GW
C2N0076,Zuurbekom,WESRAND,-26.30083333,27.81222222,F,1978/08/14,1990/01/02,GW
C2N0077,Doornkloof,WESRAND,-26.42138889,27.60361111,F,1968/12/02,2002/09/04,GW
C2N0078,Uitspanning Aan Wonderfontein,TARLTON,-26.33305556,27.37833333,F,1962/01/15,1970/05/27,GW
C2N0079,Oog Van Wonderfontein,TARLTON,-26.30888889,27.47416667,F,1962/03/15,1968/09/05,GW
C2N0080,Wonderfontein,TARLTON,-26.32833333,27.38833333,F,1962/02/15,1972/12/18,GW
C2N0081,Wonderfontein,TARLTON,-26.30833333,27.39805556,F,1963/07/04,1977/11/11,GW
C2N0082,Klerkskraal,Wesrand,-26.25135,27.16277,T,1970/07/17,,GW
C2N0083,Oog Van Wonderfontein,TARLTON,-26.2925,27.48388889,F,1963/08/08,1972/10/16,GW
C2N0084,Varkenskraal,WESRAND,-26.27472222,27.17277778,F,1970/07/21,1975/10/13,GW
C2N0085,Oog Van Wonderfontein,TARLTON,-26.31305556,27.46944444,F,1965/09/01,1968/09/02,GW
C2N0089,Rooidraai,WESRAND,-26.36083333,27.14083333,F,1959/06/30,1971/09/07,GW
C2N0090,Blaauwbank,WESRAND,-26.39638889,27.21638889,F,1959/06/30,1978/12/07,GW
C2N0091,Rysmierbult,WESRAND,-26.34166667,27.14916667,F,1963/06/11,1980/07/15,GW
C2N0092,Rysmierbult,WESRAND,-26.33444444,27.15055556,F,1959/06/30,1973/04/30,GW
C2N0093,Zamenkomst,WESRAND,-26.31083333,27.14138889,F,1959/07/28,1975/06/09,GW
C2N0095,Witkoppie,WESRAND,-26.32833333,27.13916667,F,1959/06/30,1973/11/14,GW
C2N0098,Muiskraal,WESRAND,-26.43555556,27.11722222,F,1959/06/30,1968/04/03,GW
C2N0099,Gerhard Minnebron,WESRAND,-26.47416667,27.14777778,F,1959/06/30,1981/06/26,GW
C2N0100,Gerhard Minne Bron,WESRAND,-26.48083333,27.16916667,F,1959/06/30,1971/03/10,GW
C2N0101,Katdoornbosch,WESRAND,-26.49027778,27.12027778,F,1963/06/10,1984/05/28,GW
C2N0103,Welverdiend ptn Welverdiend,WESRAND,-26.375,27.2875,F,1970/07/31,1985/02/07,GW
C2N0104,Gerhardminnebron,Wesrand,-26.50822,27.13631,T,1963/06/10,,GW
C2N0106,Gerhard Minnebron,WESRAND,-26.48638889,27.13111111,F,1959/06/30,1985/08/16,GW
C2N0111,Carletonville Ged. Blyvooruitzicht,TARLTON,-26.40666667,27.35138889,F,1960/10/15,1968/06/02,GW
C2N0112,Uitspanning Aan Wonderfontein,TARLTON,-26.33305556,27.37388889,F,1967/03/09,1968/06/05,GW
C2N0113,Carletonville Ged. Blyvooruitzicht,TARLTON,-26.143223,28.51933,F,1968/08/15,1984/04/24,GW
C2N0115,Katdoornbosch,WESRAND,-26.49027778,27.12027778,F,1963/06/10,1984/05/28,GW
C2N0117,Gemsbokfontein,WESRAND,-26.29222222,27.67944444,F,1984/04/01,1990/12/31,GW
C2N0118,Waterpan,WESRAND,-26.33638889,27.70694444,F,1970/02/03,1987/04/22,GW
C2N0119,Waterpan,WESRAND,-26.35277778,27.73777778,F,1969/12/03,1981/07/14,GW
C2N0120,Modderfontein (Elsburg),Wesrand,-26.39431,27.69643,F,1970/02/03,2017/12/14,GW
C2N0121,Gemsbokfontein,WESRAND,-26.29166667,27.7,F,1969/12/03,1980/05/29,GW
C2N0122,Potchefstroom Ged. Noyjons,VENTERSDORP,-26.78777778,26.9975,F,1968/02/29,1979/03/20,GW
C2N0123,Stilfontein,VENTERSDORP,-26.80416667,26.80083333,F,1967/03/20,1979/05/23,GW
C2N0136,Lenasia - Wesrand,WESRAND,-26.31666667,27.83555556,F,1975/01/07,1978/06/15,GW
C2N0137,Waterpan,WESRAND,-26.33138889,27.68611111,F,1987/08/13,1990/10/31,GW
C2N0138,Gemsbokfontein,WESRAND,-26.38833333,27.70222222,F,1984/09/28,1987/08/24,GW
C2N0140,Panvlakte,WESRAND,-26.29833333,27.71333333,F,1972/09/15,1991/02/27,GW
C2N0142,Gemsbokfontein,WESRAND,-26.29166667,27.69555556,F,1975/03/10,1977/12/13,GW
C2N0143,Gemsbokfontein,WESRAND,-26.28361111,27.73277778,F,1975/03/03,1985/10/18,GW
